,Author Id,Number of Tweets Made
88372,#401946995,1
88363,#401875684,1
88365,#40187940,1
49955,#1570517710194311170,1
88367,#4018924578,1
31466,#1425279759190167553,1
31464,#1425275459265171461,1
31463,#1425273840058261504,1
88360,#4018351934,1
88374,#4019492353,1
31459,#1425251932965269504,1
88377,#401965906,1
31453,#142523277,1
69226,#2574142028,1
69225,#2574047358,1
88362,#401862282,1
88359,#401834107,1
49957,#1570532606692986880,1
31493,#1425541924501565440,1
31503,#1425629859271741440,1
31500,#1425606501868085253,1
31499,#1425600127834730497,1
88343,#40168884,1
88344,#401716812,1
49949,#1570454042022932480,1
31490,#1425526473029525519,1
88358,#401831623,1
49950,#1570458038649163776,1
31488,#1425475208513605635,1
69233,#2574499122,1
49952,#1570479673942937600,1
31481,#1425435176104972293,1
88356,#401811605,1
49956,#1570529701059522561,1
88388,#402036659,1
31409,#1424927848503017475,1
31414,#1424940171821162501,1
31419,#1424971166507282435,1
88418,#402384395,1
31418,#1424961822809989120,1
69215,#257339754,1
31415,#1424941021436076032,1
88423,#40241373,1
88425,#402435399,1
88413,#402333494,1
31413,#1424938311144013825,1
88427,#40245223,1
31412,#1424937092468019201,1
31411,#1424934460324077574,1
88431,#402464160,1
88433,#40246958,1
49965,#1570627583196434433,1
31424,#1425018742510034947,1
31446,#1425194629,1
88399,#40214596,1
31445,#1425175239479201794,1
88392,#402051280,1
88393,#402068542,1
49960,#1570544543967154176,1
88397,#40213798,1
88398,#4021440439,1
88401,#4021644794,1
31425,#1425028593315315717,1
49961,#1570545454626004993,1
88403,#402173458,1
88404,#40217744,1
88405,#402217204,1
31434,#1425069143221411842,1
49962,#1570582179826257921,1
90627,#433500234,1
29273,#1409505209311711238,1
25733,#1374466269190057994,1
92919,#4713676574,1
26864,#1386562740961955842,1
92954,#47190788,1
92955,#471910595,1
92956,#471922010,1
26861,#1386549563130007555,1
92958,#471937914,1
92959,#47195123,1
26859,#1386528111290765313,1
92962,#47205219,1
92963,#4720619078,1
51186,#1582961552709541888,1
67821,#2495403210,1
92969,#4721913733,1
92971,#4722111858,1
51193,#1583007071615832066,1
51184,#1582958894338416640,1
92950,#47188817,1
92949,#4718792848,1
26873,#138663048,1
26891,#1386831579461218307,1
92924,#471485398,1
26888,#1386813636,1
26886,#1386786159435653131,1
26882,#1386713296410140674,1
26875,#1386660809191804934,1
92934,#4716468915,1
92945,#471783427,1
92936,#471675416,1
67828,#2495609311,1
67826,#2495541614,1
26869,#1386598035019292673,1
26865,#138656830,1
67825,#2495449725,1
67817,#2495328918,1
26846,#1386354460524429318,1
26845,#1386344700974551044,1
93009,#4727149076,1
26820,#1386166592099082243,1
26819,#1386162223563694083,1
93004,#4726660824,1
93005,#4726708695,1
26817,#1386156465195413504,1
51204,#1583137259112599552,1
26809,#1386023218666872833,1
26823,#1386174564711813123,1
93014,#47274483,1
67802,#24941822,1
26806,#1385976505289699332,1
67801,#2494181769,1
93021,#4728044113,1
51215,#158332983,1
51202,#1583115025190985728,1
92999,#47259662,1
26843,#1386331993,1
92988,#4723974935,1
51196,#1583038366106275840,1
26838,#1386256760789291010,1
26837,#1386253976434221060,1
26835,#1386245350080630784,1
26834,#1386234043,1
51197,#1583038887139516416,1
92989,#472410080,1
26824,#1386187535274057730,1
92990,#47247552,1
26829,#1386208350237446145,1
92992,#4725242772,1
92994,#472552737,1
26826,#1386198620974641152,1
26825,#1386190914129854464,1
26892,#1386837307,1
26896,#1386869406219702285,1
93233,#4756094294,1
26898,#1386891351191474179,1
92842,#4705185226,1
92843,#4705273708,1
92845,#47055261,1
26976,#1387722276091662336,1
51142,#1582437815513714703,1
92848,#4705806612,1
26973,#1387690888134942724,1
26972,#138767073,1
92853,#470679350,1
26964,#1387579105655275524,1
92855,#470691207,1
51145,#1582496014094651392,1
92857,#4706969779,1
51155,#1582592800595808256,1
67856,#2497389780,1
92840,#4705033520,1
92839,#47050295,1
51140,#1582361654657892355,1
92825,#4702156608,1
26991,#1387900966100357121,1
67868,#24978316,1
26989,#1387883724923097093,1
92822,#47019558,1
26987,#1387862116346982403,1
26986,#1387848689843060737,1
92826,#47021811,1
92835,#47046581,1
26985,#1387848131430256647,1
92828,#470299386,1
92830,#47030982,1
92831,#47031482,1
51136,#1582311772610260998,1
26983,#1387795557091995653,1
51157,#1582598529289138177,1
92864,#4707372193,1
26948,#1387392019,1
92905,#471184228,1
67839,#249601510,1
92899,#4710999216,1
26925,#1387213082506768386,1
26920,#1387172401184575494,1
51173,#1582848815387713536,1
51174,#1582850382811783186,1
92909,#4712709992,1
92894,#47105265,1
26910,#1387009835070214148,1
92912,#471288972,1
92913,#4712990395,1
67833,#249579927,1
26904,#1386935683688796165,1
51177,#1582892823766265856,1
51166,#1582688167114965002,1
67846,#2496345871,1
51158,#1582604629,1
92878,#47085531,1
51162,#1582633470517342209,1
92871,#47079857,1
67851,#24967668,1
92873,#47081199,1
26944,#1387359053601382407,1
67850,#24965841,1
92879,#470863338,1
26931,#1387264113714221057,1
26941,#1387346111199956992,1
67849,#249657886,1
26939,#138734441,1
51164,#1582640720661614592,1
26936,#1387301708003381248,1
26934,#1387296016416710656,1
26802,#1385966915609264129,1
93024,#472818458,1
93025,#472831445,1
51218,#1583354974561517568,1
67764,#249152380,1
93162,#4747425386,1
93163,#474750341,1
67762,#249136259,1
93165,#474777593,1
51246,#1583709899925512193,1
93167,#474790640,1
51248,#1583735632618061829,1
67758,#2491232660,1
93171,#474853772,1
93172,#4748592928,1
93173,#47490072,1
93176,#47495281,1
51251,#1583741181363879936,1
93179,#4750100802,1
26665,#1384358744100720641,1
26668,#1384377748819365888,1
93154,#474681796,1
67770,#2492305380,1
26686,#1384625396,1
26685,#1384612680837726221,1
93135,#474422320,1
26684,#1384522022861037569,1
26682,#1384505484695130116,1
93139,#474530552,1
93142,#47454444,1
26669,#1384378327088066563,1
51239,#1583596612026134528,1
26674,#1384420895700054021,1
51241,#1583599887593398272,1
67767,#249212071,1
93151,#474585245,1
51245,#1583708532943515649,1
51254,#1583756756513353728,1
51255,#1583776182243246081,1
51257,#1583789617173741568,1
26607,#1383783800568643595,1
51266,#158389642,1
26611,#1383848791,1
26610,#1383812942710276101,1
51268,#1583926709501693952,1
93214,#4754987695,1
93215,#4755011318,1
26606,#1383772233223397382,1
51265,#1583856342531727360,1
93219,#475537736,1
93220,#475553457,1
93221,#4755653072,1
93223,#475571389,1
93225,#475572791,1
26601,#1383732446,1
67742,#2490281274,1
26613,#1383860030592536581,1
26641,#1384139144218112013,1
26630,#1384052488425197580,1
26640,#1384138586857959425,1
26634,#138410473,1
67752,#249101610,1
26633,#1384101912929210377,1
67750,#2490926202,1
93191,#4751745200,1
51259,#1583791491318964225,1
67745,#2490563900,1
51262,#1583828684263198720,1
26626,#1384027065536577543,1
93196,#475307252,1
93197,#475337813,1
93198,#47534153,1
51264,#1583855262615490560,1
26687,#1384633576860254208,1
93128,#474324090,1
51238,#1583589597723840512,1
26756,#1385424497994469376,1
93056,#47317910,1
67787,#249359386,1
51228,#1583493899196272640,1
26762,#1385505960681086984,1
93062,#47320964,1
93063,#473220605,1
26755,#138540076,1
26773,#1385587294690635777,1
67784,#2493073182,1
26754,#1385387043572916228,1
93069,#473317619,1
93070,#4733203194,1
26753,#1385376306225762305,1
51232,#158351059,1
51224,#1583441701,1
67789,#24936894,1
93074,#4733550282,1
93035,#47293667,1
26801,#1385959014106759168,1
93029,#47286875,1
93030,#472869921,1
26800,#138595109,1
93032,#472887008,1
67793,#2493788228,1
26794,#1385884499850850313,1
26775,#1385621758544330754,1
26792,#1385880242,1
26787,#1385784782118821892,1
26782,#1385766423025258497,1
93044,#47304240,1
26779,#1385706289242640385,1
51223,#1583430987492773890,1
67782,#24929159,1
26750,#1385369522140504066,1
26689,#1384655448322707457,1
26701,#1384801030035099651,1
26716,#1384941248620990465,1
93107,#47379117,1
26714,#138491483,1
26713,#1384897837268291595,1
93111,#473810667,1
26709,#1384869576320512010,1
93115,#4740317311,1
93103,#47376399,1
93118,#4740896227,1
26696,#1384727229700087809,1
26693,#1384692433540235264,1
93122,#4742224812,1
93123,#474238735,1
26692,#1384691243670704130,1
26719,#1384989072154775554,1
93102,#4737443198,1
93076,#4733860675,1
26732,#1385131774573899777,1
93077,#4733997015,1
26744,#1385229050788990984,1
93081,#4735114454,1
51233,#1583524081563013126,1
93084,#473565689,1
26735,#1385160595087921154,1
26729,#1385091389860433921,1
26720,#1385002496423120898,1
93089,#4736084118,1
26728,#1385071148107374592,1
26727,#1385069568872226818,1
26725,#1385037490583597057,1
93095,#473669016,1
26724,#1385035196865466372,1
26995,#1387955045262450691,1
67871,#24980196,1
92814,#4701373039,1
67938,#250073639,1
27260,#1390532501144182787,1
27254,#1390516828695252993,1
92531,#46594529,1
92533,#46598294,1
67960,#250195732,1
27251,#1390478282,1
51069,#158167305,1
27246,#1390427143289507840,1
92541,#4660449912,1
27244,#1390404996152311808,1
27243,#1390358792,1
92544,#4660897092,1
92545,#466095033,1
67956,#250164574,1
51071,#1581689543388192769,1
67961,#250197884,1
27261,#1390537715549044738,1
27263,#1390568241496535044,1
27276,#139065405,1
27282,#1390686638527844356,1
92505,#465457963,1
27281,#139068331,1
67965,#25021544,1
27278,#1390665085643722757,1
92509,#465533140,1
92513,#465625417,1
27266,#1390586155691769858,1
92516,#4657173134,1
27271,#1390603355131572224,1
27269,#1390592739205603328,1
92519,#465754447,1
67963,#25021255,1
67962,#25021099,1
92551,#46618306,1
27236,#1390264927143686149,1
27234,#1390238501346496517,1
67941,#2500844754,1
92587,#46661380,1
92589,#46667332,1
92590,#4666754731,1
27211,#1390012657093255177,1
27207,#1389974740064866307,1
51083,#1581831093803970560,1
27202,#1389933708619096067,1
27216,#139008885,1
27199,#1389910143127605252,1
92598,#466852358,1
51084,#1581846071848099841,1
67939,#2500741502,1
92602,#466992515,1
27192,#1389839386540273670,1
67944,#2500942912,1
92584,#46659040,1
51075,#1581746492943261696,1
67948,#250115184,1
27230,#1390194859936342017,1
27229,#1390174984182460420,1
51077,#1581766664865054720,1
92564,#466373709,1
27227,#1390169484250554372,1
27226,#1390160566858125313,1
92573,#4664507714,1
27218,#1390113363745718273,1
51080,#1581816654391963649,1
27219,#1390117609295675395,1
92576,#46648450,1
92577,#4665051552,1
92579,#4665165584,1
51081,#1581822647788539904,1
27283,#1390731683905753089,1
92502,#465444022,1
27284,#1390761043413016577,1
51049,#1581321866479820806,1
51046,#1581262881038880771,1
92418,#464131641,1
51048,#1581307459356196866,1
92420,#4641734875,1
92422,#464198080,1
27359,#1391439337372459013,1
92427,#464279699,1
27371,#1391592892016201735,1
67981,#2503238228,1
27356,#139141252,1
67979,#250323477,1
92439,#464515434,1
92440,#464525324,1
27350,#1391319543729967107,1
27368,#1391581952914845700,1
92414,#4640756593,1
92444,#464585292,1
27388,#1391681071104684032,1
51039,#1581217299822174218,1
27402,#1391826096,1
92395,#4636229779,1
92397,#46364839,1
27393,#1391719990529650689,1
92401,#463686007,1
27387,#1391668430315528196,1
51042,#1581222795316371458,1
67991,#25034378,1
27382,#1391643094420901888,1
92406,#46372077,1
27381,#1391642898182012937,1
92410,#46384178,1
27372,#1391599221564923909,1
27348,#1391298799193133058,1
92447,#464634225,1
27286,#1390762577387532291,1
27304,#1390928434944036867,1
92480,#4652279532,1
51067,#1581608810,1
27307,#1390939021921034242,1
92485,#4652827213,1
92487,#465314038,1
27305,#1390930303733010436,1
27303,#1390923773633720320,1
51066,#1581601777690243072,1
92492,#465327535,1
27299,#1390884331510407174,1
92494,#465369374,1
92495,#4653718171,1
27289,#1390788045067079681,1
27287,#1390781,1
92477,#465207567,1
27313,#1390998360786493444,1
92450,#46465264,1
27334,#1391207446098726912,1
92452,#46467162,1
92453,#46467889,1
27338,#1391219370878283776,1
27335,#1391212062,1
92459,#46481989,1
92460,#46483924,1
67972,#2502907998,1
92473,#465180678,1
27326,#1391107599110529025,1
27323,#1391063797113233412,1
27320,#1391046061,1
27319,#1391036911,1
67970,#2502621464,1
27315,#1391002382528438273,1
27191,#1389838319333351425,1
51085,#1581846942434222080,1
26998,#1387973554738647040,1
51086,#1581849596455591936,1
27069,#1388666973496647685,1
27068,#1388666619543445508,1
51113,#1582009823436378112,1
51115,#1582021575926517761,1
51116,#1582032972064202753,1
92740,#4688324238,1
27059,#138862374,1
27057,#1388621405843910657,1
92747,#46893966,1
67894,#249924521,1
67893,#24992255,1
92751,#468987012,1
27045,#1388439552725946375,1
27043,#1388410022749638658,1
92756,#469058056,1
27071,#1388709844555763716,1
27073,#1388770604296278024,1
27074,#1388785634890764289,1
92722,#46860864,1
27089,#138885809,1
27087,#1388841974166298630,1
51108,#158199012,1
92717,#46856053,1
92719,#4685896880,1
51112,#1582009775025360897,1
92723,#4686478897,1
92730,#46868915,1
27084,#1388830034299736065,1
92725,#4686558800,1
27081,#138882337,1
27080,#1388822399664021507,1
92728,#46868001,1
27078,#1388810634251276294,1
67892,#2499144647,1
27038,#1388331823495741441,1
67888,#24989065,1
92802,#470048070,1
67878,#24984160,1
27012,#1388046287388303363,1
92794,#469931095,1
67877,#2498298614,1
92798,#4699948116,1
92801,#47002800,1
27007,#1388038607357693955,1
27015,#1388053965070340099,1
92804,#47005961,1
51131,#1582249671027699712,1
92808,#470105606,1
51132,#1582275753072156672,1
27000,#1387986331683352578,1
92812,#47011622,1
51129,#1582216814104260608,1
27016,#1388057321360662533,1
27036,#1388323273377607684,1
92773,#4695324811,1
92764,#469239095,1
51119,#1582096455598100480,1
27032,#1388271781518012417,1
51122,#1582142728934084608,1
92769,#4693287434,1
92771,#469500899,1
27026,#1388202965039779842,1
92786,#469801057,1
92777,#4695988610,1
92778,#469605938,1
27024,#1388172147483242499,1
92780,#4696870880,1
67882,#249881608,1
51128,#1582216278030569472,1
92711,#468408668,1
27093,#1388916120082542592,1
27095,#138894734,1
27153,#1389520238,1
27162,#1389571794160390144,1
27161,#1389571092046499850,1
67924,#250041036,1
27155,#1389537879605448710,1
92643,#46742666,1
92644,#4674346868,1
27151,#138951110,1
92633,#46731458,1
27148,#1389495411174346753,1
92650,#4676172134,1
92651,#467626735,1
92652,#467647981,1
92653,#467652791,1
27144,#1389466273814171648,1
92637,#4673394624,1
67926,#250044175,1
51095,#1581877046288224256,1
27175,#1389714289330593793,1
51088,#1581863120242610176,1
67933,#2500695398,1
67932,#25006565,1
27181,#1389757946897133570,1
92616,#467146633,1
67930,#250058234,1
27173,#1389696663086936064,1
27167,#1389599947,1
51091,#1581866829928353792,1
67928,#250053950,1
27172,#1389682261373640706,1
92627,#4672632974,1
27170,#1389645651324063745,1
27169,#1389633758685405188,1
51094,#1581876334820995072,1
27137,#1389441445501693954,1
92707,#46839053,1
92696,#4682691708,1
27107,#1389114392,1
92687,#468155010,1
92689,#46816187,1
92690,#4681686253,1
92691,#4682216785,1
92692,#468229873,1
92698,#468290402,1
92683,#468099881,1
27100,#1389029755215695872,1
27098,#1388989611205177347,1
92702,#46831486,1
27097,#1388980117586681858,1
27096,#1388978207844708359,1
92705,#468335613,1
67909,#24997888,1
92682,#468097711,1
92660,#467789654,1
51098,#1581908569,1
27129,#1389348293684076545,1
67918,#250010368,1
27128,#1389341092290600966,1
51097,#1581884547830005760,1
92666,#467883289,1
27119,#1389214937411723271,1
92669,#467886386,1
27109,#1389143617,1
51101,#1581931006818455552,1
27115,#1389188901022044162,1
92676,#468006791,1
27113,#1389168748955783168,1
51103,#15819528,1
27112,#1389168547926921218,1
51270,#1583980686721126400,1
93235,#4756222094,1
51038,#1581142056499453952,1
26068,#1377773320691544065,1
26044,#1377445577923891201,1
26043,#1377440188507418626,1
26042,#137743977,1
26041,#1377424885274669057,1
26036,#1377288443374436359,1
93778,#483001009,1
51394,#1585297628278845441,1
26034,#1377268529301438470,1
26033,#1377268172928126978,1
26025,#1377221539951706125,1
26024,#1377215455731929096,1
67588,#24823360,1
93785,#4830988835,1
26015,#1377167693351030785,1
93787,#48310796,1
26047,#1377472229991051264,1
26050,#1377485279364141057,1
26051,#1377492397970452480,1
67592,#24826484,1
67596,#24829139,1
51391,#1585265637663940614,1
67594,#24827861,1
93748,#4826899281,1
93749,#48269267,1
67593,#24827420,1
93756,#482733013,1
26052,#1377496278204997633,1
51393,#1585296635499683840,1
93759,#482759837,1
93761,#482763722,1
26054,#1377542947822993411,1
26053,#1377540375426985984,1
93766,#482810368,1
51395,#1585316046486982657,1
26014,#1377152627541086210,1
93791,#4831365377,1
25974,#1376835911896326147,1
51401,#1585384112705208325,1
51406,#1585463147594338304,1
67575,#248172870,1
25977,#1376860988134236167,1
25976,#1376850451555966976,1
25975,#1376845554316050433,1
51407,#1585479414489284608,1
25984,#1376963957664124930,1
51408,#1585483795461210113,1
67572,#2481663559,1
93832,#4834551841,1
25972,#1376790737572884484,1
93834,#4834743789,1
51410,#1585518660395094016,1
25983,#1376949373444136960,1
25985,#1376969919791779841,1
67585,#2482271594,1
51399,#1585360738046349313,1
67584,#24822348,1
93794,#48314244,1
51396,#1585322653887303680,1
26007,#1377113802,1
26006,#1377108224,1
93799,#4831659568,1
93801,#48316917,1
51400,#1585380881996582912,1
93802,#4831822839,1
93804,#48318614,1
25997,#1377072245185507330,1
93807,#4832042292,1
93808,#48320494,1
67581,#24820403,1
93744,#4825830107,1
93741,#48253900,1
26590,#1383697784579125251,1
93740,#4825362446,1
93672,#481588164,1
93673,#48160413,1
93674,#481632607,1
26145,#1378690354363305992,1
93677,#481649873,1
26139,#1378635570264436736,1
26136,#1378604936015962117,1
93681,#4816761140,1
26133,#1378583887832440833,1
26130,#1378521374990299137,1
26128,#1378503584124313600,1
93688,#4817421316,1
93692,#481790754,1
26117,#1378355894,1
67617,#248402075,1
26149,#1378837895604150276,1
93666,#4813970120,1
93665,#481360389,1
26167,#1379106497506910212,1
93646,#481052155,1
26178,#1379291497586073603,1
26172,#1379249876224012292,1
26170,#1379237806304763905,1
26169,#1379221179957977091,1
93652,#4811576204,1
93654,#481162305,1
67623,#248432353,1
26166,#137908899,1
51369,#1584999445,1
26157,#137895644,1
93660,#481207107,1
26156,#1378925462009704448,1
93663,#4812564759,1
93696,#4818530314,1
51377,#1585160258132901893,1
26112,#13783122,1
93732,#482490721,1
93722,#48243083,1
51380,#1585200175600914432,1
51385,#1585235691566686210,1
67601,#2483010630,1
26080,#1377974491309957123,1
93730,#4824851279,1
93733,#482498546,1
26087,#1378085784587276291,1
26076,#1377945981610770433,1
67599,#2482969124,1
51390,#1585255431550959616,1
26073,#1377860072429129735,1
93738,#4825353180,1
67597,#2482934490,1
26085,#1378059558,1
67610,#2483391278,1
26109,#1378304166976610308,1
93707,#482002887,1
26108,#1378304102,1
93702,#4819341747,1
51378,#1585179832626790400,1
26106,#1378290537002790913,1
26105,#1378289614918574083,1
26102,#1378256851523936263,1
67614,#2483775368,1
93718,#48224605,1
26100,#1378220803808849922,1
51379,#1585185404122120193,1
93711,#4820725697,1
26094,#1378146547079077890,1
26093,#1378144313796796417,1
26089,#137809851,1
93836,#483480312,1
25969,#137676736,1
25967,#1376746171742359555,1
25966,#1376742548358586370,1
93987,#4852993143,1
67531,#247966231,1
25799,#1375221150414995457,1
51439,#1585854933529546752,1
25797,#137521469,1
67529,#247962131,1
25792,#1375120951252287489,1
93996,#4854249688,1
25788,#1375055080521621506,1
93998,#485451195,1
67528,#2479587080,1
94000,#485456639,1
25785,#1375046576,1
51440,#1585860859217469441,1
94003,#4854843063,1
25801,#1375225164992897027,1
25802,#1375227329169944577,1
93984,#4852808642,1
25811,#1375295123966160899,1
25820,#1375351982844563457,1
25818,#1375336107693334531,1
93966,#484960928,1
25817,#137533024,1
25816,#1375327460707889153,1
25812,#1375305872369360903,1
93974,#4851779840,1
93983,#485264836,1
25807,#137527430,1
51437,#1585841583668088832,1
93977,#485185895,1
51438,#1585844917,1
67532,#2479669921,1
93982,#485262432,1
67526,#247944551,1
25780,#13750032,1
94009,#48552341,1
25743,#1374585700905934848,1
94040,#4859186147,1
25748,#1374633301831340035,1
25744,#1374609836063682560,1
94044,#4859425325,1
94045,#4859593480,1
94046,#4859731054,1
67514,#2478935143,1
25749,#1374654819353440259,1
51452,#1585910417041534976,1
67512,#2478772152,1
94052,#486105204,1
67511,#24787594,1
25735,#1374504818929135616,1
94056,#4861873945,1
94039,#4858967397,1
51451,#1585907283363385344,1
25779,#1374998222062555137,1
94022,#4856505493,1
94011,#4855318402,1
25778,#137499249,1
94015,#4855727327,1
25774,#1374974833205764099,1
51445,#1585867488,1
25768,#1374915848880594944,1
67520,#2479205856,1
94035,#4858457473,1
94024,#48567670,1
25763,#1374871240922386433,1
25762,#1374866756959760389,1
51449,#1585902807278055429,1
67517,#247896096,1
94032,#485773079,1
25822,#1375365336195682305,1
93960,#4849088968,1
93959,#484903837,1
25917,#1376305531,1
93878,#4842037935,1
93879,#4842086893,1
93881,#484228630,1
93885,#484273937,1
67560,#2481240554,1
93887,#48429919,1
25916,#1376293222746497026,1
25933,#1376484290146357249,1
25915,#1376288251,1
25912,#137622034,1
93893,#484337268,1
67559,#24812377,1
93897,#48436723,1
25907,#1376148982255120385,1
25925,#137642556,1
51417,#1585560373180084224,1
25901,#1376115723131527168,1
25956,#1376705106,1
93841,#4835124530,1
51411,#1585527771589390336,1
93848,#483578249,1
51412,#1585537024009945088,1
25958,#1376709390862970884,1
25957,#1376706541,1
25952,#1376677000945930243,1
25936,#1376500860419633152,1
93856,#4836703025,1
25949,#1376639010,1
25943,#1376570373161021442,1
25941,#1376553552911405057,1
25940,#1376533925107965952,1
25939,#1376532670004359168,1
25902,#1376119183,1
25897,#1376101804547604481,1
93957,#4848797779,1
25831,#137545623,1
67543,#2480110710,1
25841,#1375576875745992704,1
25838,#1375533708925497346,1
93943,#4847476049,1
51433,#1585790020442415104,1
25832,#1375475719090802697,1
67539,#247990012,1
25849,#1375631699523084290,1
93950,#4848072492,1
93951,#484810161,1
93952,#4848118152,1
93954,#4848374750,1
67538,#247987850,1
25824,#1375375763369697281,1
25843,#137559152,1
25853,#1375671517007110154,1
25888,#137602879,1
25869,#1375807136433762305,1
93904,#484438107,1
51421,#1585642274209533954,1
93908,#48446607,1
93909,#48446664,1
51422,#1585678009075261441,1
51423,#1585680015718764544,1
51424,#1585680160644268039,1
25856,#1375707730598522886,1
67549,#248038801,1
25866,#1375769815722287104,1
93920,#484581452,1
25863,#1375758954228195333,1
51431,#1585778647050293248,1
93927,#4846425471,1
26187,#1379358772951347202,1
26189,#1379384263,1
93641,#481020183,1
26396,#138158150,1
26463,#1382317672369582080,1
26462,#1382314155806392320,1
26461,#1382311946246971394,1
67704,#2488242841,1
51295,#1584180459461758976,1
26457,#1382287662376046593,1
26456,#1382276985364176902,1
93374,#47724777,1
93376,#477277155,1
26455,#1382265153530433539,1
93381,#4773079274,1
51297,#1584190318421106689,1
93383,#477401351,1
26451,#1382245323913920514,1
93389,#477493186,1
26466,#1382329694935158786,1
26471,#1382340265,1
67705,#24882706,1
93349,#47702428,1
67710,#248858193,1
26489,#1382575224692961280,1
93345,#47687668,1
51291,#1584149820373348358,1
93347,#476932958,1
51293,#1584159363484160000,1
67707,#24883419,1
26472,#1382346151219716098,1
26485,#1382555041760833539,1
93353,#477045312,1
26480,#1382508029636059136,1
51294,#1584174285958307840,1
26474,#1382356655006838784,1
26473,#1382351459472199687,1
26444,#1382203634671226880,1
26440,#1382132567533506561,1
93392,#4775039599,1
26413,#1381816856554573831,1
93417,#4778523985,1
26422,#1381944588,1
93420,#477964682,1
93421,#477971506,1
93422,#477981784,1
26419,#1381893345002201088,1
93425,#478035803,1
93415,#4778344242,1
26412,#1381796280284839937,1
93428,#4780936153,1
51306,#1584307112250949634,1
67687,#248710716,1
26404,#1381633790141890561,1
26400,#1381610116848443393,1
26423,#1381948183,1
26424,#1381948603,1
26439,#138212370,1
26436,#1382095605401481218,1
93394,#477518313,1
26438,#1382120641,1
51300,#1584211559936466945,1
67697,#2487654156,1
93398,#4775843421,1
51301,#1584215698645159945,1
67694,#248742497,1
93412,#47771623,1
93403,#477633235,1
93405,#4776565093,1
26430,#1382002672631435264,1
51303,#1584270743151460352,1
93409,#47768131,1
26425,#1381968668397989893,1
26490,#1382583886102794243,1
26491,#138258495,1
26493,#1382596273165934592,1
26566,#1383468421501788161,1
93264,#4757766404,1
93265,#4757797488,1
51280,#1584052819287740416,1
51281,#1584055971730534400,1
93269,#475845340,1
93270,#475896500,1
93272,#4759204105,1
51279,#1584043346242441216,1
26564,#1383426221594214407,1
93275,#47595525,1
26557,#1383369312522567692,1
26555,#1383316454657826828,1
26553,#138325382,1
93282,#4760978388,1
93263,#475760719,1
93260,#4757470663,1
67725,#2489596938,1
93247,#475671086,1
26587,#1383682745486897159,1
26585,#1383681815114698754,1
67735,#2489864270,1
67734,#2489852154,1
51272,#1583996855566094336,1
26583,#1383670720358617098,1
26580,#1383642032254504964,1
26570,#1383540005784592387,1
26579,#1383638501116190728,1
51276,#1584028445616623618,1
93254,#475716065,1
51278,#1584039570907475968,1
26577,#1383627737676476426,1
26574,#1383612288238702594,1
93283,#4761038100,1
26549,#1383168561120571393,1
93339,#4767761172,1
67715,#2488816470,1
67719,#248915518,1
26517,#1382860940278853632,1
51284,#1584076453100281861,1
26515,#1382856393229684736,1
93322,#476545806,1
51286,#15840979,1
93327,#4765733712,1
93312,#476483469,1
26507,#1382739837707382787,1
93331,#476668633,1
67713,#2488760989,1
26499,#1382669894789988357,1
26498,#1382653215250870273,1
26497,#1382638297642508293,1
67720,#248923717,1
93310,#47647388,1
26548,#1383162054190768130,1
26540,#1383043546710749187,1
26547,#1383122908285956096,1
26546,#1383117789079113728,1
67724,#248956323,1
93292,#476238744,1
67722,#2489345216,1
26541,#138304648,1
93297,#4763404213,1
93308,#476471072,1
26539,#1383017439324033024,1
26537,#1382998333241794561,1
93302,#476407292,1
93304,#476451168,1
26530,#1382955954946277381,1
93306,#476460315,1
67686,#2487082346,1
51307,#1584309130629726209,1
93640,#4810115797,1
67684,#2486963500,1
26271,#1380247614399086593,1
51346,#1584755999079948293,1
67647,#248513354,1
26263,#138014153,1
51350,#1584790225531768832,1
26258,#138011772,1
26256,#1380093621798535171,1
93582,#480165062,1
93583,#4801717207,1
93584,#48017290,1
26252,#138008433,1
93587,#480214517,1
26251,#1380075249169883140,1
26250,#138006856,1
67640,#24849617,1
93570,#4799185575,1
67649,#248517033,1
51345,#1584754559368409088,1
26287,#1380437714177118209,1
26292,#1380469416287072260,1
93548,#479375232,1
93549,#479399306,1
26291,#1380468125594873858,1
93551,#47944062,1
26289,#1380462221407395847,1
26281,#1380397489,1
26275,#1380303875152867329,1
26279,#1380352106821914624,1
93559,#47961052,1
26278,#1380326354802024449,1
93561,#4797790416,1
93564,#479792639,1
26276,#138030751,1
51354,#1584824378327502848,1
93593,#480277719,1
26240,#138000014,1
93630,#480938576,1
93620,#4807426034,1
93621,#4807696952,1
51362,#158489463,1
51363,#1584895094154747905,1
93627,#480824744,1
51364,#1584905953799196675,1
67629,#24846335,1
26217,#1379730363027705856,1
51365,#1584907883887882240,1
26199,#137960195,1
93634,#48097237,1
26198,#1379600507828772865,1
26197,#137959078,1
26194,#1379458491224444928,1
93619,#4807107200,1
26218,#1379735218639175680,1
26239,#1379976677065846785,1
51359,#1584861795466227712,1
26236,#1379913313979527170,1
93599,#48034419,1
93600,#4803511814,1
93603,#480385545,1
51356,#1584832292232794112,1
51358,#15848545,1
93607,#4805268314,1
26223,#1379760344394989576,1
93608,#480538901,1
93609,#4805740476,1
26233,#1379883737534627843,1
26232,#1379875235990695937,1
26230,#1379851107011334147,1
26226,#1379802901154033672,1
26294,#1380478920605114368,1
93545,#47934739,1
26296,#1380482168929984512,1
93474,#4785687690,1
